sRNA	Index	Target	Energy	P-value	Probability	sRNA start	sRNA stop	Target start	Target stop	Annotation	Interaction
sRNA153	5200	Gene772	-8.66	0.0066419128343493	0.1498220513381937	10	28	68	121	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	((&))
sRNA193	5201	Gene2637	-10.07	0.3174168783937487	0.0878283182110896	31	52	53	100	50S ribosomal protein L16	((&))
sRNA238	5202	Gene1632	-7.69	0.3160341218762589	0.0767431104270598	11	40	-47	-7	TrkA family potassium uptake protein	((&))
sRNA106	5203	Gene594	-7.55	0.8643494831428351	0.1123312078262245	13	21	48	103	hydroxymethylglutaryl-CoA reductase, degradative	((&))
sRNA104	5204	Gene74	-7.23	0.6324320549119172	0.1508935237477326	1	21	-145	-123	DM13 domain-containing protein	((&))
sRNA150	5205	Gene1971	-9.36	0.2465468543318469	0.095887078022136	30	49	19	48	biotin transporter BioY	((&))
sRNA9	5206	Gene340	-12.24	0.648783069774565	0.0666700991602494	26	43	-159	-137	ATP-dependent Clp protease ATP-binding subunit ClpX	(((&)))
sRNA9	5207	Gene436	-11.79	0.2853808658040188	0.1171393263174119	16	43	-34	-5	YjiH family protein	((&))
sRNA65	5208	Gene1686	-7.24	0.4067149449934121	0.0710556836708438	36	47	-172	-141	3-hydroxyacyl-ACP dehydratase FabZ	((&))
sRNA239	5209	Gene869	-9.95	0.4654330651397595	0.0766169925250205	19	31	74	128	cytochrome c biogenesis protein	((&))
sRNA125	5210	Gene2812	-5.56	0.7152236824474859	0.0508523042561267	17	55	-73	-38	serine--tRNA ligase	((&))
sRNA9	5211	Gene1960	-10.21	0.0333175053508004	0.2020540623653053	24	60	-133	-74	type 8 capsular polysaccharide synthesis protein Cap8G	((&))
sRNA152	5212	Gene743	-7.58	0.8670544153463331	0.1512410203788182	20	54	35	85	DNA-dependent RNA polymerase subunit epsilon	((&))
sRNA83	5213	Gene782	-9.44	0.1459018710814028	0.0911504447828423	8	39	-137	-92	TfoX/Sxy family protein	((&))
sRNA1	5214	Gene1267	-10.3	0.5645414262201128	0.0584952482611502	8	17	-42	-5	YihY/virulence factor BrkB family protein	((&))
sRNA210	5215	Gene2207	-9.31	0.7969713597706436	0.0536869276009832	36	46	37	71	type 8 capsular polysaccharide synthesis protein Cap8P	((&))
sRNA175	5216	Gene15	-17.11	0.5441931638541748	0.0730843948398954	3	14	-5	16	metal-dependent hydrolase	((((&))))
sRNA210	5217	Gene2519	-8.63	0.1239734407062334	0.0960516333142924	23	33	-22	22	phenol-soluble modulin export ABC transporter permease subunit PmtB	((&))
sRNA101	5218	Gene1252	-8.85	0.3365326803539352	0.0834078893328734	29	64	62	98	immunodominant staphylococcal antigen IsaB	((&))
sRNA135	5219	Gene36	-8.48	0.895296805007582	0.0676992407177349	35	52	33	90	fructose-1,6-bisphosphatase	((&))
sRNA286	5220	Gene1283	-5.97	0.378128529001805	0.0693280164147399	12	43	-124	-68	histidine ammonia-lyase	((&))
sRNA140	5221	Gene488	-7.45	0.7071073953822462	0.060474241024882	14	42	-87	-49	radical SAM family heme chaperone HemW	((&))
sRNA50	5222	Gene2564	-6.38	0.4215373184569595	0.0790662230070726	29	64	-17	38	oleate hydratase	((&))
sRNA258	5223	Gene744	-15.93	0.1972707425225754	0.4127680545660128	38	56	-98	-59	SE1832 family protein	(((&)))
sRNA96	5224	Gene542	-9.4	0.1245931102178006	0.4628371678887924	13	35	24	73	peroxide-responsive transcriptional repressor PerR	((&))
sRNA177	5225	Gene922	-16.12	0.1006067110463161	0.1112090702102225	12	42	44	84	Wzz/FepE/Etk N-terminal domain-containing protein	((((&))))
sRNA86	5226	Gene436	-7.2	0.3865913340439435	0.1026369702109983	31	41	-79	-49	YjiH family protein	((&))
sRNA90	5227	Gene1658	-6.65	0.7463319458594262	0.0607277264656163	24	55	-107	-72	biosynthetic-type acetolactate synthase large subunit	((&))
sRNA118	5228	Gene2546	-7.44	0.5538614866124834	0.0665996396059188	34	60	18	62	lantibiotic dehydratase	((&))
sRNA146	5229	Gene1988	-8.58	0.1016008781575734	0.1629556018074588	4	17	36	59	phosphomevalonate kinase	((&))
sRNA163	5230	Gene2415	-8.0	0.1455374642937985	0.6393663354674938	29	38	-175	-128	bi-component leukocidin LukED subunit E	((&))
sRNA36	5231	Gene2796	-9.24	0.110854087692982	0.1610093499568249	18	33	47	70	HPr(Ser) kinase/phosphatase	((&))
sRNA132	5232	Gene2472	-6.91	0.1700207303418949	0.0977988043162917	19	40	74	124	DUF1270 family protein	((&))
sRNA223	5233	Gene710	-8.46	0.1954837981022955	0.2892252685052354	35	74	-155	-133	antiholin-like murein hydrolase modulator LrgA	((&))
sRNA133	5234	Gene755	-8.22	0.5035530926801053	0.0620459322853986	38	61	-96	-39	aspartate-semialdehyde dehydrogenase	((&))
sRNA152	5235	Gene1438	-8.47	0.0995889721343092	0.6929670711720283	38	75	-174	-137	cytochrome ubiquinol oxidase subunit I	((&))
sRNA131	5236	Gene1667	-8.11	0.2849970286464833	0.2064666155739959	17	55	32	90	bacillithiol system redox-active protein YtxJ	((&))
sRNA166	5237	Gene502	-8.71	0.2522532541274142	0.0833283515964355	28	64	-2	57	YceI family protein	((&))
sRNA118	5238	Gene652	-13.23	0.4809000358168357	0.0701835110992543	30	44	-66	-36	HTH-type transcriptional regulator SarR	(((&)))
sRNA102	5239	Gene1426	-7.55	0.3658889843592827	0.0720161736822292	27	44	-47	-5	gephyrin-like molybdotransferase Glp	((&))
sRNA70	5240	Gene1177	-8.81	0.1544177268189059	0.0950234810704458	15	51	-73	-17	hemolysin family protein	((&))
sRNA234	5241	Gene658	-12.69	0.4225489531990674	0.0744574475920792	24	38	67	89	endonuclease MutS2	(((&)))
sRNA155	5242	Gene2548	-6.3	0.1445967097294214	0.4504254653906093	8	43	-24	4	prophage endopeptidase tail family protein	((&))
sRNA197	5243	Gene2539	-6.9	0.9392320651324684	0.0575492687391345	12	35	-178	-131	F0F1 ATP synthase subunit A	((&))
sRNA162	5244	Gene178	-12.36	0.3362688826754791	0.0898586568336943	9	26	9	68	isochorismatase family cysteine hydrolase	(((&)))
sRNA251	5245	Gene394	-6.2	0.8030040449120004	0.060682463469165	7	24	-94	-72	MraY family glycosyltransferase	((&))
sRNA9	5246	Gene709	-6.05	0.4770143678697459	0.0683523808769587	17	55	-99	-62	ATP-dependent protease ATPase subunit HslU	((&))
sRNA11	5247	Gene2401	-7.37	0.1383817713493846	0.0865331174993189	1	14	20	67	elongation factor Tu	((&))
sRNA71	5248	Gene1944	-9.48	0.4820920261328655	0.2820027671823366	27	60	-189	-166	YlbG family protein	((&))
sRNA12	5249	Gene2786	-6.55	0.6822114455130711	0.0518945207145059	21	32	-33	14	tail assembly chaperone	((&))
sRNA208	5250	Gene1006	-9.28	0.2226219162198235	0.0963198525594343	20	29	-20	15	30S ribosome-binding factor RbfA	((&))
sRNA77	5251	Gene2497	-9.42	0.408687678744662	0.0859896500977873	12	43	3	24	urease accessory protein UreD	((&))
sRNA71	5252	Gene2688	-9.44	0.2743334386766335	0.3722497858444294	14	37	15	68	aminoglycoside nucleotidyltransferase ANT(6)-Ia	((&))
sRNA29	5253	Gene2101	-6.61	0.731347086154065	0.1665992675280407	15	54	-155	-118	YpiB family protein	((&))
sRNA234	5254	Gene965	-9.46	0.3260755987749494	0.0808190450351947	35	44	-75	-28	gluconate:H+ symporter	((&))
sRNA250	5255	Gene808	-15.41	0.3141832633561058	0.0905595520635915	15	42	-106	-66	ornithine carbamoyltransferase	(((&)))
sRNA31	5256	Gene287	-5.61	0.9075710715047316	0.0585750787181331	2	41	-183	-155	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	((&))
sRNA9	5257	Gene1432	-7.77	0.3432986291686779	0.1737219841873039	23	52	-176	-150	class 1b ribonucleoside-diphosphate reductase subunit beta	((&))
sRNA3	5258	Gene1094	-9.74	0.5703829716504654	0.091956752203283	18	52	-74	-38	alpha/beta hydrolase	((&))
sRNA158	5259	Gene521	-8.4	0.6636497039942566	0.0684111928482824	32	56	-150	-93	transcription termination factor Rho	((&))
sRNA9	5260	Gene2540	-9.6	0.4333535677273291	0.0698266516663734	21	33	-185	-154	low temperature requirement protein A	((&))
sRNA9	5261	Gene1400	-9.28	0.2315766030974844	0.0820807664139063	2	34	-123	-95	DNA-directed RNA polymerase subunit beta'	((&))
sRNA222	5262	Gene2423	-7.03	0.3739460350605561	0.1741606007610077	18	26	-43	13	30S ribosomal protein S11	((&))
sRNA238	5263	Gene2703	-7.12	0.1450711493379616	0.0916725826780407	11	21	0	43	DUF5082 family protein	((&))
sRNA232	5264	Gene590	-10.72	0.3441899510025114	0.0927874394472845	9	46	-123	-92	DUF2294 domain-containing protein	((&))
sRNA157	5265	Gene514	-11.01	0.5631284922776247	0.097676785313658	10	21	-34	-12	teichoic acid ribitol-phosphate polymerase TarL	((&))
sRNA157	5266	Gene560	-5.51	0.3168488649884787	0.1256595345519592	36	68	-91	-51	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	((&))
sRNA9	5267	Gene186	-8.07	0.3216074499278155	0.1166641034569143	15	47	-169	-145	phosphoribosylformylglycinamidine synthase subunit PurL	((&))
sRNA208	5268	Gene1791	-11.56	0.2125768394552876	0.0973041576194509	13	43	-41	-11	monovalent cation:proton antiporter family protein	((&))
sRNA40	5269	Gene1472	-6.26	0.6056513131044445	0.0612396094103997	28	62	-181	-160	50S ribosomal protein L21	((&))
sRNA154	5270	Gene2153	-14.66	0.3050511446282449	0.0742364182002291	18	42	-149	-106	proline dehydrogenase	(((&)))
sRNA40	5271	Gene1094	-5.8	0.7158429913814963	0.0556858201730393	25	52	-196	-142	alpha/beta hydrolase	((&))
sRNA83	5272	Gene1507	-7.05	0.7443419479954547	0.0520223045125152	3	15	-149	-120	type VII secretion protein EssC	((&))
sRNA208	5273	Gene2265	-9.56	0.3130561230845261	0.088780701515575	13	28	23	72	CsbA family protein	((&))
sRNA238	5274	Gene1316	-8.39	0.6071718287780612	0.0616294686973813	12	21	20	48	protoporphyrinogen oxidase	((&))
sRNA36	5275	Gene1402	-7.48	0.7487598405340055	0.0781725222298425	37	73	-138	-97	DeoR/GlpR family DNA-binding transcription regulator	((&))
sRNA154	5276	Gene43	-7.37	0.6421559451008406	0.0558071072821033	22	34	24	55	cation:dicarboxylase symporter family transporter	((&))
sRNA111	5277	Gene1215	-6.53	0.6343394111216544	0.0892837997919503	5	36	-73	-42	cation:dicarboxylase symporter family transporter	((&))
sRNA7	5278	Gene379	-6.27	0.2517494245815632	0.3536705435136272	34	43	11	55	HTH domain-containing protein	((&))
sRNA47	5279	Gene231	-8.1	0.1978951035664702	0.226376222136321	38	48	27	59	(d)CMP kinase	((&))
sRNA101	5280	Gene648	-8.79	0.2719395422359369	0.0879748538710944	37	67	-38	21	class 1b ribonucleoside-diphosphate reductase subunit beta	((&))
sRNA127	5281	Gene37	-7.82	0.0101537210887603	0.1455386193017256	38	53	-165	-124	DUF3139 domain-containing protein	((&))
sRNA97	5282	Gene1373	-8.29	0.3142469015579785	0.345744649133556	24	49	57	84	glycine cleavage system protein GcvH	((&))
sRNA213	5283	Gene1489	-13.09	0.621797283548436	0.0935120939093126	8	46	-133	-85	S1 domain-containing RNA-binding protein	(((&)))
sRNA303	5284	Gene1387	-7.73	0.1497897912782809	0.1008979318585746	12	40	-169	-143	SRPBCC domain-containing protein	((&))
sRNA166	5285	Gene1373	-9.21	0.0585371419198523	0.1105692458461106	12	29	-25	28	glycine cleavage system protein GcvH	((&))
sRNA26	5286	Gene69	-7.96	1.194110979985119e-06	0.3065939713421178	24	50	-62	-20	ParB/RepB/Spo0J family partition protein	((&))
sRNA186	5287	Gene2106	-9.24	0.1306980922973062	0.0912386968058251	25	34	-155	-126	transcriptional regulator SpxA	((&))
sRNA64	5288	Gene2287	-7.66	0.7694220196052286	0.0589189677424649	21	55	-85	-61	EMYY motif lipoprotein	((&))
sRNA176	5289	Gene917	-13.99	0.0295983750828955	0.1301374920129446	14	35	57	114	toxic anion resistance protein	(((&)))
sRNA113	5290	Gene2078	-8.58	0.2065365448033146	0.0971916263278122	17	38	-148	-127	PTS ascorbate transporter subunit IIC	((&))
sRNA242	5291	Gene1583	-7.97	0.1042915917475442	0.0904681721442144	5	30	-129	-95	protease adaptor protein YjbH	((&))
sRNA152	5292	Gene1445	-7.96	0.2418845736597312	0.560308799808078	31	68	47	82	fumarylacetoacetate hydrolase family protein	((&))
sRNA9	5293	Gene2803	-6.7	0.7413226822938526	0.0543507328018726	17	42	-70	-12	cation diffusion facilitator family transporter	((&))
sRNA79	5294	Gene1871	-8.79	0.2348023560211604	0.0937273059671193	6	30	-91	-63	nucleotide exchange factor GrpE	((&))
sRNA8	5295	Gene291	-11.28	0.2803268907419141	0.0750664776010445	21	45	-94	-42	6-phosphofructokinase	((&))
sRNA125	5296	Gene144	-8.9	0.24009437652342	0.0777451695717596	1	26	73	119	dynamin family protein	((&))
sRNA50	5297	Gene2000	-7.26	0.5746288339208308	0.072333758285021	4	31	-107	-79	PTS glucose transporter subunit IIA	((&))
sRNA201	5298	Gene2320	-8.67	0.2404394558939804	0.0823298136141939	33	56	-54	0	carbamoyl-phosphate synthase large subunit	((&))
sRNA247	5299	Gene207	-8.16	0.1526611739499963	0.1046579026158111	18	36	9	47	phenol-soluble modulin export ABC transporter ATP-binding protein PmtC	((&))
sRNA14	5300	Gene718	-5.82	0.0303194390393377	0.1655447979036812	31	61	-148	-127	cold shock protein CspA	((&))
sRNA95	5301	Gene941	-10.52	0.0736314912989339	0.1637590328848952	10	27	11	64	DUF1128 family protein	((&))
sRNA157	5302	Gene1571	-7.61	0.4563307791674845	0.1086840334033465	8	46	-142	-100	TfoX/Sxy family protein	((&))
sRNA50	5303	Gene309	-5.62	0.8716312305692135	0.0532858307539272	14	41	-170	-136	FAD-dependent monooxygenase	((&))
sRNA16	5304	Gene2146	-8.72	0.1276805380852402	0.098670098615628	13	23	46	101	copper chaperone CopZ	((&))
sRNA80	5305	Gene145	-12.26	0.7467534561293976	0.061132914978857	20	52	28	62	30S ribosomal protein S13	(((&)))
sRNA59	5306	Gene350	-6.45	0.7090218087466431	0.0515671476628872	27	50	-61	-3	LPXTG-anchored adenosine synthase AdsA	((&))
sRNA223	5307	Gene100	-6.68	0.8560511851974536	0.1002146714361491	25	61	33	69	phage tail tape measure protein	((&))
sRNA32	5308	Gene291	-7.85	0.174642108260302	0.1305932687586328	29	55	-184	-156	6-phosphofructokinase	((&))
sRNA188	5309	Gene2505	-10.84	0.407039673649493	0.0755091582443445	13	51	-13	43	acyl carrier protein	((&))
sRNA199	5310	Gene1858	-8.54	0.1495359829405904	0.095376921925789	13	37	-45	-7	cadmium-translocating P-type ATPase CadA	((&))
sRNA50	5311	Gene153	-7.47	0.4850173312941062	0.078389369887216	8	46	-94	-70	hexose-6-phosphate:phosphate antiporter	((&))
sRNA240	5312	Gene211	-7.49	0.2915770932938442	0.0860120914090246	7	28	-147	-102	pantoate--beta-alanine ligase	((&))
sRNA59	5313	Gene857	-6.51	0.5480535994666625	0.0595086072741776	11	28	45	91	DNA topoisomerase III	((&))
sRNA159	5314	Gene1799	-11.24	0.4447115568573236	0.0804425112348672	24	52	-31	14	DUF5327 family protein	((&))
sRNA227	5315	Gene481	-8.15	0.3361357804399347	0.3458523029429798	25	50	-94	-38	tRNA lysidine(34) synthetase TilS	((&))
sRNA127	5316	Gene951	-7.4	0.056109494653576	0.1116392280999179	35	50	-129	-106	LysR family transcriptional regulator	((&))
sRNA219	5317	Gene1368	-16.93	0.2585831843897473	0.1333949246040138	23	56	-192	-158	D-ornithine--citrate ligase SfaD	((((&))))
sRNA35	5318	Gene1271	-10.07	0.2931968136417118	0.3539944004041599	29	53	45	87	helicase-exonuclease AddAB subunit AddB	((&))
sRNA9	5319	Gene1187	-10.2	0.1017195175981573	0.108132506228275	22	53	-29	10	Na+/H+ antiporter Mnh1 subunit A	((&))
sRNA176	5320	Gene2639	-8.01	0.1856216615075718	0.0984203026474334	30	67	-170	-122	DUF960 family protein	((&))
sRNA187	5321	Gene1266	-9.9	0.4593552698654135	0.0729387037799684	28	45	-147	-101	tRNA lysidine(34) synthetase TilS	((&))
sRNA157	5322	Gene1384	-18.07	0.0630174102040984	0.1899302196826904	5	37	-95	-75	DUF4064 domain-containing protein	((((&))))
sRNA34	5323	Gene1819	-11.46	0.0436165864278527	0.3702172008310459	20	28	-18	20	MarR family winged helix-turn-helix transcriptional regulator	((&))
sRNA50	5324	Gene898	-11.17	0.3554596449891114	0.0864789776194647	32	67	-149	-91	phosphoglycerate kinase	((&))
sRNA28	5325	Gene923	-14.57	0.2374966838321128	0.3807523448481837	9	28	63	97	imidazolonepropionase	(((&)))
sRNA37	5326	Gene205	-12.83	0.0871811028793718	0.1156077690484325	29	48	-37	8	peptide-methionine (S)-S-oxide reductase MsrA	(((&)))
sRNA50	5327	Gene861	-10.47	0.8596821402581616	0.0573143961300378	36	58	37	81	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	((&))
sRNA249	5328	Gene546	-7.65	0.1953417839341367	0.2665894286456654	9	32	27	50	membrane stabilizing protein MspA	((&))
sRNA28	5329	Gene1386	-6.54	0.3692668418701439	0.3252569044818709	32	53	-200	-170	site-specific integrase	((&))
sRNA90	5330	Gene1712	-11.45	0.2101112171472225	0.0950739299609988	21	43	-27	3	UDP-N-acetylmuramate--L-alanine ligase	((&))
sRNA53	5331	Gene2277	-8.89	0.4611395044067886	0.0742833250770289	11	34	72	94	TIGR04197 family type VII secretion effector	((&))
sRNA23	5332	Gene112	-7.04	0.1679463268584102	0.0883241884330366	18	45	-14	29	MBL fold metallo-hydrolase	((&))
sRNA133	5333	Gene1061	-8.98	0.301168101697962	0.0774708518060396	16	49	-152	-110	aldo/keto reductase	((&))
sRNA172	5334	Gene1097	-6.4	0.4413344478675924	0.0750844864089006	18	26	21	77	DNA polymerase I	((&))
sRNA148	5335	Gene1179	-13.29	0.162346861728055	0.0911989646348509	31	69	-151	-104	amino acid permease	(((&)))
sRNA90	5336	Gene1163	-8.56	0.2425349625248878	0.0918830714264721	29	50	-109	-65	MSCRAMM family adhesin SdrC	((&))
sRNA43	5337	Gene101	-7.72	0.2206804810917007	0.0915804230508751	18	33	11	47	CitMHS family transporter	((&))
sRNA78	5338	Gene2207	-6.04	0.8234094887522827	0.0536945738306133	20	34	3	34	type 8 capsular polysaccharide synthesis protein Cap8P	((&))
sRNA159	5339	Gene1387	-6.97	0.1806168317788907	0.0998717405824204	30	53	9	29	SRPBCC domain-containing protein	((&))
sRNA89	5340	Gene2771	-7.78	0.2723189423299189	0.1173004773144248	27	43	66	116	50S ribosomal protein L28	((&))
sRNA245	5341	Gene2792	-7.65	0.8695929671473734	0.072405046680031	28	51	40	79	phage tail tape measure protein	((&))
sRNA1	5342	Gene1901	-8.65	0.3839682383689424	0.0696924186667182	7	29	-95	-50	DUF1514 family protein	((&))
sRNA219	5343	Gene259	-11.73	0.6002300748381058	0.0944271726472796	32	57	-129	-84	DUF1270 domain-containing protein	((&))
sRNA150	5344	Gene1970	-7.38	0.3075517402119022	0.0908041955972165	39	67	-68	-22	YnfA family protein	((&))
sRNA148	5345	Gene1421	-8.09	0.5043905841356255	0.0676254132731113	27	35	-80	-30	nickel ABC transporter permease	((&))
sRNA11	5346	Gene1762	-11.49	0.5477069539988961	0.0574876946269588	4	13	29	64	DUF951 domain-containing protein	((&))
sRNA109	5347	Gene455	-9.22	0.1793604424761777	0.0996913506137233	5	20	-153	-125	transcriptional regulator ArgR	((&))
sRNA262	5348	Gene2660	-7.98	0.5209992829254261	0.0717878468047535	32	58	-93	-45	stressosome-associated protein Prli42	((&))
sRNA184	5349	Gene857	-11.74	0.5767839484242637	0.0653373688212177	2	38	-184	-146	DNA topoisomerase III	((&))
sRNA228	5350	Gene1079	-7.55	0.7894405752800979	0.0633524119924418	22	39	-44	14	aldehyde reductase	((&))
sRNA26	5351	Gene449	-14.2	0.0999823319210504	0.1128227662128333	13	50	-63	-22	methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO	(((&)))
sRNA226	5352	Gene455	-9.92	0.2070241701159658	0.0996913506137233	37	57	-79	-49	transcriptional regulator ArgR	((&))
sRNA45	5353	Gene1757	-6.05	0.266610224544142	0.3775349818968044	29	63	-8	36	chaperonin GroEL	((&))
sRNA73	5354	Gene1297	-8.48	0.1520143858281644	0.0920980361235605	38	60	-21	29	TetR/AcrR family transcriptional regulator	((&))
sRNA151	5355	Gene652	-8.11	0.5110970335804188	0.1036616292280088	8	36	-106	-73	HTH-type transcriptional regulator SarR	((&))
sRNA3	5356	Gene134	-6.29	0.425457855374348	0.0736195610404542	26	55	27	68	LysM peptidoglycan-binding domain-containing protein	((&))
sRNA175	5357	Gene2201	-9.87	0.332825912145652	0.085737275323101	33	43	10	51	YbgA family protein	((&))
sRNA75	5358	Gene2577	-9.2	0.3614677969569547	0.0804607832872043	11	36	-54	-22	MAP domain-containing protein	((&))
sRNA257	5359	Gene1285	-6.31	0.5964670503310863	0.2285681762835938	34	68	-93	-49	teichoic acid ribitol-phosphate polymerase TarK	((&))
sRNA52	5360	Gene731	-7.87	0.252046207979524	0.0887707460304002	11	47	77	108	LacI family DNA-binding transcriptional regulator	((&))
sRNA249	5361	Gene806	-7.67	0.2853774025476396	0.2330776554266909	17	37	-131	-93	50S ribosomal protein L1	((&))
sRNA29	5362	Gene76	-5.52	0.8939904109882586	0.0810963553031959	1	18	-191	-156	oligopeptide ABC transporter permease	((&))
sRNA221	5363	Gene990	-12.8	0.0715280243501096	0.1493945009801355	17	35	-116	-85	undecaprenyl-diphosphate phosphatase	(((&)))
sRNA137	5364	Gene422	-11.1	0.9137232299345271	0.0939320580038902	3	18	-14	8	gamma-glutamyltransferase	((&))
sRNA9	5365	Gene553	-7.34	0.124820776235199	0.1702909011029498	2	14	34	68	YtxH domain-containing protein	((&))
sRNA153	5366	Gene430	-7.68	0.22320566334904	0.0842984585850502	16	51	12	40	MSCRAMM family adhesin clumping factor ClfB	((&))
sRNA87	5367	Gene2662	-6.07	0.4865943713920666	0.0736195610404542	20	40	-20	4	persulfide dioxygenase-sulfurtransferase CstB	((&))
sRNA74	5368	Gene1505	-6.23	0.4514271979849058	0.0707392621276837	33	48	36	91	DUF948 domain-containing protein	((&))
