sRNA_ID	mRNA_ID	Prediction_Probability
sRNA111	Gene2037	0.50484
sRNA222	Gene2460	0.46462
sRNA69	Gene1945	0.48357
sRNA199	Gene666	0.54431
sRNA163	Gene1009	0.59299
sRNA273	Gene1439	0.49485
sRNA124	Gene362	0.54064
sRNA135	Gene845	0.53142
sRNA9	Gene2591	0.48243
sRNA9	Gene2113	0.57867
sRNA43	Gene1391	0.48195
sRNA183	Gene1645	0.5263
sRNA163	Gene1696	0.5681
sRNA196	Gene304	0.46529
sRNA9	Gene174	0.50046
sRNA235	Gene898	0.48417
sRNA285	Gene2215	0.44761
sRNA106	Gene1729	0.58923
sRNA222	Gene1652	0.45822
sRNA58	Gene247	0.49428
sRNA9	Gene2471	0.51145
sRNA44	Gene311	0.50286
sRNA50	Gene121	0.52525
sRNA125	Gene2325	0.54228
sRNA9	Gene1241	0.53275
sRNA68	Gene2707	0.53867
sRNA146	Gene1903	0.53807
sRNA210	Gene2287	0.48637
sRNA223	Gene896	0.50111
sRNA108	Gene2104	0.56636
sRNA28	Gene744	0.47639
sRNA158	Gene1845	0.52311
sRNA174	Gene133	0.4904
sRNA191	Gene71	0.51665
sRNA180	Gene615	0.55008
sRNA9	Gene2137	0.51252
sRNA51	Gene1700	0.56182
sRNA227	Gene2347	0.57635
sRNA87	Gene63	0.52382
sRNA213	Gene1220	0.53974
sRNA81	Gene1997	0.50522
sRNA165	Gene643	0.49329
sRNA138	Gene2166	0.48896
sRNA278	Gene2166	0.53377
sRNA108	Gene820	0.49892
sRNA87	Gene1898	0.58848
sRNA87	Gene1347	0.53289
sRNA212	Gene868	0.57036
sRNA193	Gene1858	0.49675
sRNA11	Gene2305	0.53217
sRNA186	Gene2383	0.55996
sRNA237	Gene2185	0.50537
sRNA18	Gene1855	0.52715
sRNA267	Gene2600	0.46236
sRNA159	Gene1173	0.52489
sRNA223	Gene2345	0.55907
sRNA98	Gene1946	0.51514
sRNA9	Gene2610	0.45511
sRNA117	Gene1952	0.56756
sRNA217	Gene2181	0.51664
sRNA151	Gene123	0.56361
sRNA106	Gene94	0.53313
sRNA197	Gene1447	0.52638
sRNA76	Gene350	0.57984
sRNA79	Gene1206	0.50793
sRNA266	Gene1685	0.46364
sRNA231	Gene322	0.51455
sRNA9	Gene2116	0.56579
sRNA135	Gene336	0.51024
sRNA209	Gene2695	0.5838
sRNA62	Gene1124	0.48924
sRNA231	Gene912	0.51068
sRNA50	Gene1969	0.51089
sRNA168	Gene2349	0.496
sRNA9	Gene1048	0.58188
sRNA238	Gene481	0.50724
sRNA50	Gene1542	0.5684
sRNA179	Gene551	0.51678
sRNA8	Gene494	0.51572
sRNA14	Gene997	0.51286
sRNA283	Gene50	0.47822
sRNA199	Gene1418	0.58981
sRNA280	Gene1152	0.51915
sRNA199	Gene2431	0.56178
sRNA35	Gene1437	0.5314
sRNA65	Gene2174	0.55185
sRNA278	Gene966	0.48275
sRNA128	Gene1872	0.52796
sRNA54	Gene1293	0.49059
sRNA60	Gene2248	0.58019
sRNA36	Gene169	0.53147
sRNA58	Gene823	0.49034
sRNA9	Gene1062	0.48639
sRNA199	Gene1433	0.55125
sRNA244	Gene731	0.57654
sRNA62	Gene697	0.48186
sRNA261	Gene457	0.50511
sRNA124	Gene2651	0.53122
sRNA190	Gene711	0.55519
sRNA58	Gene2484	0.58404
sRNA116	Gene1873	0.49358
sRNA176	Gene2422	0.59235
sRNA12	Gene9	0.5158
sRNA70	Gene2004	0.57165
sRNA48	Gene2440	0.52277
sRNA201	Gene2739	0.50807
sRNA9	Gene1344	0.46605
sRNA50	Gene5	0.51412
sRNA233	Gene348	0.60517
sRNA229	Gene155	0.50635
sRNA180	Gene2391	0.51271
sRNA9	Gene2187	0.56257
sRNA44	Gene1013	0.50867
sRNA180	Gene2502	0.53301
sRNA51	Gene1920	0.54085
sRNA227	Gene1052	0.53484
sRNA200	Gene1971	0.49002
sRNA235	Gene523	0.51401
sRNA49	Gene1113	0.53457
sRNA129	Gene2113	0.57044
sRNA128	Gene1777	0.50689
sRNA264	Gene294	0.48352
sRNA9	Gene1690	0.51618
sRNA56	Gene2842	0.4826
sRNA146	Gene2586	0.54099
sRNA172	Gene2209	0.51347
sRNA223	Gene253	0.61025
sRNA125	Gene694	0.52559
sRNA187	Gene1609	0.52193
sRNA267	Gene874	0.48831
sRNA50	Gene583	0.56769
sRNA223	Gene1569	0.5803
sRNA92	Gene820	0.53167
sRNA72	Gene885	0.54439
sRNA220	Gene2255	0.58435
sRNA147	Gene1757	0.57111
sRNA75	Gene1128	0.52999
sRNA58	Gene30	0.52951
sRNA9	Gene2288	0.59045
sRNA209	Gene892	0.54592
sRNA196	Gene1001	0.46541
sRNA81	Gene2749	0.51511
sRNA9	Gene693	0.5072
sRNA160	Gene2578	0.5058
sRNA140	Gene1824	0.55581
sRNA34	Gene1933	0.48678
sRNA46	Gene2293	0.56995
sRNA9	Gene1865	0.50023
sRNA116	Gene586	0.55906
sRNA131	Gene1852	0.57085
sRNA227	Gene2376	0.54576
sRNA9	Gene78	0.49918
sRNA135	Gene2351	0.51098
sRNA174	Gene2476	0.5081
sRNA240	Gene2472	0.56646
sRNA62	Gene1434	0.49812
sRNA200	Gene1849	0.48794
sRNA47	Gene1821	0.44785
sRNA144	Gene1098	0.55263
sRNA75	Gene1566	0.55863
sRNA43	Gene2689	0.45462
sRNA249	Gene1104	0.50003
sRNA9	Gene2629	0.56596
sRNA188	Gene2643	0.49932
sRNA32	Gene511	0.54401
sRNA176	Gene298	0.53681
sRNA104	Gene1057	0.49424
sRNA180	Gene2831	0.52031
sRNA207	Gene2768	0.50103
sRNA177	Gene744	0.53361
sRNA227	Gene2292	0.52266
sRNA9	Gene788	0.47345
sRNA72	Gene2801	0.52487
sRNA153	Gene1719	0.53834
sRNA71	Gene1205	0.5818
sRNA100	Gene1509	0.55388
sRNA9	Gene2521	0.45802
sRNA104	Gene683	0.50174
sRNA190	Gene2417	0.54118
sRNA191	Gene2615	0.5069
sRNA53	Gene2823	0.52311
sRNA189	Gene2473	0.5192
sRNA188	Gene1017	0.52945
sRNA46	Gene625	0.58805
sRNA103	Gene547	0.54723
sRNA43	Gene2617	0.50992
sRNA89	Gene468	0.51424
sRNA234	Gene2689	0.51652
sRNA89	Gene2000	0.48644
sRNA19	Gene2209	0.58113
sRNA101	Gene2578	0.50381
sRNA129	Gene281	0.52535
sRNA250	Gene871	0.48659
sRNA79	Gene318	0.49171
sRNA124	Gene1069	0.53901
sRNA210	Gene2344	0.45557
sRNA124	Gene2110	0.59309
sRNA126	Gene1120	0.52376
sRNA17	Gene2762	0.54303
sRNA92	Gene1791	0.53657
sRNA122	Gene2450	0.52695
sRNA157	Gene2168	0.54371
sRNA220	Gene1658	0.56553
sRNA112	Gene767	0.56743
sRNA123	Gene783	0.476
sRNA150	Gene1893	0.49595
sRNA9	Gene2222	0.51896
sRNA1	Gene866	0.49969
sRNA185	Gene360	0.50549
sRNA189	Gene2635	0.48532
sRNA140	Gene739	0.51091
sRNA257	Gene2335	0.58528
sRNA236	Gene181	0.55325
sRNA207	Gene2833	0.55691
sRNA212	Gene2551	0.58921
sRNA29	Gene2450	0.56324
sRNA207	Gene595	0.51306
sRNA72	Gene2282	0.533
sRNA7	Gene1467	0.54603
sRNA242	Gene655	0.48407
sRNA71	Gene1346	0.5622
sRNA79	Gene2099	0.51968
sRNA152	Gene2823	0.50045
sRNA255	Gene2237	0.45322
sRNA59	Gene1311	0.53263
sRNA112	Gene2540	0.57623
sRNA23	Gene377	0.52919
sRNA72	Gene1012	0.54419
sRNA9	Gene10	0.56927
sRNA227	Gene1072	0.57077
sRNA212	Gene992	0.54977
sRNA69	Gene901	0.52202
sRNA32	Gene444	0.5443
sRNA36	Gene567	0.51653
sRNA157	Gene638	0.56212
sRNA17	Gene1201	0.54067
sRNA59	Gene840	0.50188
sRNA129	Gene1567	0.57214
sRNA34	Gene296	0.48971
sRNA38	Gene2150	0.58385
sRNA49	Gene2162	0.56868
sRNA197	Gene2489	0.5055
sRNA278	Gene639	0.46883
sRNA151	Gene1148	0.57633
sRNA85	Gene1665	0.50506
sRNA140	Gene2569	0.52716
sRNA159	Gene1350	0.5276
sRNA206	Gene886	0.48082
sRNA8	Gene328	0.52818
sRNA184	Gene114	0.50898
sRNA97	Gene147	0.5212
sRNA218	Gene2165	0.56716
sRNA84	Gene1476	0.5268
sRNA184	Gene1906	0.49476
sRNA267	Gene1012	0.453
sRNA125	Gene1431	0.56051
sRNA159	Gene384	0.51357
sRNA3	Gene2536	0.55353
sRNA195	Gene2527	0.4996
sRNA124	Gene1841	0.59102
sRNA97	Gene2240	0.47191
sRNA312	Gene2562	0.51723
sRNA240	Gene549	0.58235
sRNA130	Gene1243	0.50885
sRNA227	Gene560	0.5587
sRNA108	Gene953	0.49683
sRNA112	Gene2297	0.52998
sRNA214	Gene930	0.53555
sRNA37	Gene216	0.56386
sRNA9	Gene1974	0.57205
sRNA165	Gene941	0.49202
sRNA80	Gene434	0.52481
sRNA74	Gene1996	0.51913
sRNA181	Gene310	0.52635
sRNA77	Gene2225	0.57101
sRNA9	Gene1410	0.57068
sRNA198	Gene1830	0.476
sRNA204	Gene1843	0.50515
sRNA150	Gene475	0.61213
sRNA88	Gene2562	0.5549
sRNA229	Gene2281	0.51239
sRNA53	Gene2156	0.53473
sRNA213	Gene296	0.51211
sRNA185	Gene1858	0.51632
sRNA26	Gene2739	0.4821
sRNA9	Gene1740	0.47684
sRNA157	Gene2538	0.58024
sRNA243	Gene1579	0.51679
sRNA10	Gene1572	0.56328
sRNA132	Gene2846	0.51224
sRNA154	Gene1766	0.56336
sRNA11	Gene2737	0.51192
sRNA13	Gene1533	0.49464
sRNA126	Gene1028	0.50047
sRNA239	Gene2466	0.4579
sRNA3	Gene30	0.59656
sRNA9	Gene403	0.49501
sRNA85	Gene1127	0.47915
sRNA65	Gene635	0.57869
sRNA144	Gene314	0.52232
sRNA89	Gene120	0.49413
sRNA40	Gene1719	0.53689
sRNA19	Gene1002	0.58273
sRNA152	Gene1583	0.50235
sRNA2	Gene2502	0.52079
sRNA167	Gene2637	0.53154
sRNA268	Gene487	0.45166
sRNA229	Gene2349	0.51144
sRNA97	Gene320	0.57897
sRNA30	Gene1226	0.5263
sRNA276	Gene1481	0.54179
sRNA178	Gene2185	0.53599
sRNA77	Gene2589	0.56488
sRNA67	Gene1698	0.47557
sRNA234	Gene320	0.60566
sRNA81	Gene343	0.53158
sRNA83	Gene2345	0.53013
sRNA152	Gene1959	0.513
sRNA222	Gene1006	0.51795
sRNA188	Gene316	0.54277
sRNA1	Gene2472	0.49684
sRNA90	Gene354	0.50742
sRNA213	Gene1614	0.52286
sRNA223	Gene1489	0.5248
sRNA159	Gene1115	0.53397
sRNA224	Gene1803	0.53562
sRNA190	Gene759	0.58028
sRNA9	Gene2048	0.49655
sRNA103	Gene630	0.47788
sRNA220	Gene1614	0.54392
sRNA9	Gene1952	0.55479
sRNA258	Gene123	0.52154
sRNA79	Gene257	0.53328
sRNA9	Gene184	0.47158
sRNA9	Gene1996	0.47137
sRNA160	Gene2507	0.54411
sRNA218	Gene311	0.55543
sRNA226	Gene1748	0.55324
sRNA139	Gene2241	0.5105
sRNA148	Gene170	0.56872
sRNA37	Gene2833	0.56862
sRNA186	Gene1935	0.55587
sRNA28	Gene1119	0.50346
sRNA20	Gene1302	0.53209
sRNA50	Gene175	0.55554
sRNA141	Gene1357	0.52366
sRNA72	Gene989	0.58168
sRNA173	Gene697	0.48103
sRNA163	Gene1245	0.55411
sRNA243	Gene493	0.52332
sRNA200	Gene1559	0.49593
sRNA3	Gene2680	0.60231
sRNA191	Gene1002	0.52876
sRNA82	Gene2190	0.54793
sRNA26	Gene73	0.52848
sRNA214	Gene2565	0.57791
sRNA175	Gene865	0.51118
sRNA219	Gene1719	0.47569
sRNA105	Gene2792	0.51644
sRNA35	Gene970	0.55131
sRNA266	Gene463	0.49439
sRNA49	Gene824	0.4886
sRNA29	Gene26	0.56961
sRNA231	Gene461	0.55795
sRNA113	Gene1313	0.49655
sRNA266	Gene1612	0.4569
sRNA241	Gene1525	0.53788
sRNA126	Gene2842	0.50437
sRNA206	Gene1681	0.5065
sRNA49	Gene2331	0.55826
sRNA41	Gene177	0.52581
sRNA209	Gene440	0.53879
sRNA34	Gene421	0.47062
sRNA74	Gene2393	0.50298
sRNA77	Gene448	0.57783
sRNA144	Gene797	0.50447
sRNA133	Gene1424	0.52227
sRNA183	Gene2576	0.48297
sRNA9	Gene239	0.56536
sRNA165	Gene447	0.52887
sRNA76	Gene183	0.55865
sRNA233	Gene1347	0.58474
sRNA34	Gene2388	0.49757
sRNA146	Gene1572	0.52441
sRNA92	Gene1343	0.52449
sRNA3	Gene1717	0.55949
sRNA103	Gene177	0.5356
sRNA8	Gene438	0.52603
sRNA212	Gene2707	0.50218
sRNA124	Gene1951	0.53736
sRNA100	Gene1726	0.57224
sRNA233	Gene2011	0.51553
sRNA193	Gene2726	0.46354
sRNA278	Gene114	0.48312
sRNA50	Gene652	0.58637
sRNA49	Gene2780	0.55211
sRNA155	Gene1518	0.48223
sRNA229	Gene2511	0.55091
sRNA152	Gene549	0.55134
sRNA198	Gene1392	0.45623
sRNA15	Gene1	0.48449
sRNA227	Gene252	0.49459
sRNA57	Gene2357	0.48674
sRNA60	Gene2317	0.54145
sRNA8	Gene398	0.5013
sRNA66	Gene1832	0.49329
sRNA118	Gene989	0.52176
sRNA50	Gene302	0.58919
sRNA90	Gene779	0.54502
sRNA130	Gene1973	0.52411
sRNA73	Gene2024	0.46865
sRNA72	Gene2796	0.50506
sRNA123	Gene1498	0.50198
sRNA212	Gene2763	0.49907
sRNA145	Gene279	0.55261
sRNA233	Gene2412	0.57414
sRNA291	Gene2627	0.50835
sRNA63	Gene681	0.54139
sRNA212	Gene1367	0.53616
sRNA249	Gene2099	0.4781
sRNA181	Gene2645	0.53534
sRNA240	Gene1239	0.55321
sRNA50	Gene391	0.54308
sRNA239	Gene885	0.5388
sRNA164	Gene1503	0.4615
sRNA265	Gene768	0.50831
sRNA9	Gene717	0.53736
sRNA15	Gene726	0.52242
sRNA9	Gene1219	0.55397
sRNA199	Gene910	0.54697
sRNA196	Gene678	0.46376
sRNA160	Gene2807	0.52181
sRNA79	Gene1473	0.51651
sRNA220	Gene873	0.57934
sRNA50	Gene2546	0.54054
sRNA16	Gene2451	0.5154
sRNA7	Gene2739	0.57247
sRNA19	Gene506	0.52471
sRNA61	Gene551	0.57082
sRNA108	Gene2340	0.51311
sRNA237	Gene2016	0.48561
sRNA186	Gene2121	0.59807
sRNA9	Gene910	0.51134
sRNA124	Gene950	0.54608
sRNA11	Gene1911	0.51385
sRNA171	Gene1295	0.47316
sRNA216	Gene1821	0.49897
sRNA48	Gene1707	0.53341
sRNA173	Gene604	0.48387
sRNA165	Gene855	0.46798
sRNA52	Gene2776	0.55046
sRNA196	Gene437	0.48283
sRNA2	Gene620	0.51436
sRNA30	Gene1409	0.50337
sRNA149	Gene984	0.45376
sRNA32	Gene550	0.56686
sRNA150	Gene1174	0.49287
sRNA106	Gene2477	0.51227
sRNA175	Gene97	0.50459
sRNA82	Gene325	0.5497
sRNA226	Gene840	0.46974
sRNA40	Gene114	0.51722
sRNA196	Gene2834	0.46654
sRNA164	Gene2147	0.47807
sRNA13	Gene215	0.50943
sRNA266	Gene1654	0.45603
sRNA166	Gene1817	0.46808
sRNA2	Gene258	0.55721
sRNA9	Gene2115	0.51567
sRNA283	Gene2156	0.45558
sRNA29	Gene1566	0.54625
sRNA150	Gene2166	0.56237
sRNA199	Gene1199	0.54357
sRNA71	Gene2652	0.55825
sRNA50	Gene2631	0.565
sRNA50	Gene2149	0.47301
sRNA185	Gene97	0.49858
sRNA169	Gene2305	0.48183
sRNA4	Gene994	0.49307
sRNA141	Gene2457	0.56128
sRNA3	Gene674	0.48615
sRNA162	Gene2571	0.52971
sRNA30	Gene1679	0.54464
sRNA67	Gene2333	0.5105
sRNA213	Gene706	0.5341
sRNA150	Gene775	0.57864
sRNA18	Gene67	0.49962
sRNA167	Gene431	0.51232
sRNA190	Gene166	0.56795
sRNA173	Gene1940	0.49202
sRNA117	Gene332	0.55265
sRNA288	Gene129	0.52786
sRNA3	Gene2009	0.5431
sRNA133	Gene1775	0.50367
sRNA77	Gene352	0.56211
sRNA166	Gene4	0.48647
sRNA141	Gene1426	0.54717
sRNA59	Gene112	0.55409
sRNA106	Gene1404	0.50846
sRNA224	Gene1943	0.54161
sRNA199	Gene2741	0.57401
sRNA90	Gene2461	0.54058
sRNA186	Gene646	0.54878
sRNA97	Gene910	0.46989
sRNA20	Gene2553	0.56279
sRNA9	Gene1713	0.4949
sRNA80	Gene1260	0.46679
sRNA50	Gene2171	0.5223
sRNA119	Gene516	0.54078
sRNA188	Gene935	0.5439
sRNA228	Gene236	0.50221
sRNA62	Gene832	0.54476
sRNA110	Gene2453	0.55369
sRNA50	Gene2178	0.57247
sRNA8	Gene439	0.54076
sRNA95	Gene715	0.57107
sRNA73	Gene2739	0.53047
sRNA222	Gene449	0.55025
sRNA101	Gene2127	0.51901
sRNA29	Gene2621	0.52356
sRNA9	Gene8	0.52849
sRNA160	Gene897	0.51944
sRNA61	Gene1631	0.56508
sRNA107	Gene241	0.51948
sRNA31	Gene1033	0.44753
sRNA229	Gene201	0.5088
sRNA151	Gene135	0.56873
sRNA10	Gene1911	0.54091
sRNA72	Gene1922	0.5397
sRNA10	Gene166	0.52504
sRNA245	Gene1815	0.54392
sRNA97	Gene1530	0.569
sRNA31	Gene1633	0.5095
sRNA90	Gene606	0.52191
sRNA9	Gene1029	0.58235
sRNA7	Gene448	0.55826
sRNA143	Gene443	0.53782
sRNA222	Gene401	0.49482
sRNA77	Gene2571	0.57932
sRNA79	Gene1441	0.55255
sRNA9	Gene1624	0.48333
sRNA21	Gene1404	0.53653
sRNA204	Gene2425	0.51248
sRNA189	Gene2309	0.51677
sRNA166	Gene291	0.45374
sRNA243	Gene2554	0.57893
sRNA9	Gene136	0.58536
sRNA18	Gene560	0.53252
sRNA203	Gene1032	0.55058
sRNA226	Gene2545	0.57168
sRNA125	Gene2625	0.56991
sRNA180	Gene1570	0.52992
sRNA83	Gene1506	0.50228
sRNA19	Gene1911	0.53921
sRNA185	Gene842	0.50788
sRNA62	Gene1699	0.46853
sRNA242	Gene1404	0.52604
sRNA205	Gene191	0.50256
sRNA200	Gene1923	0.44853
sRNA51	Gene1096	0.55576
sRNA95	Gene2368	0.56423
sRNA81	Gene439	0.48019
sRNA128	Gene1042	0.55443
sRNA39	Gene982	0.57332
sRNA64	Gene13	0.57572
sRNA23	Gene2568	0.47329
sRNA232	Gene1949	0.45314
sRNA141	Gene162	0.53488
sRNA229	Gene1645	0.53087
sRNA50	Gene1737	0.49423
sRNA138	Gene511	0.48684
sRNA226	Gene312	0.52703
sRNA172	Gene996	0.55913
sRNA151	Gene602	0.59812
sRNA303	Gene555	0.45579
sRNA239	Gene1034	0.50751
sRNA288	Gene376	0.52673
sRNA116	Gene776	0.56994
sRNA191	Gene398	0.51687
sRNA175	Gene2625	0.49301
sRNA238	Gene1690	0.52645
sRNA50	Gene614	0.50635
sRNA66	Gene328	0.4796
sRNA112	Gene1475	0.57459
sRNA127	Gene2021	0.55372
sRNA25	Gene614	0.58716
sRNA31	Gene78	0.46297
sRNA9	Gene2228	0.53231
sRNA106	Gene2774	0.56496
sRNA255	Gene2795	0.47358
sRNA219	Gene1401	0.46553
sRNA3	Gene1662	0.54462
sRNA50	Gene721	0.52747
sRNA148	Gene1405	0.56321
sRNA169	Gene1084	0.50849
sRNA29	Gene673	0.53799
sRNA137	Gene833	0.46564
sRNA219	Gene9	0.50913
sRNA64	Gene1892	0.54912
sRNA9	Gene2389	0.54773
sRNA172	Gene2456	0.50803
sRNA93	Gene1438	0.54485
sRNA81	Gene1555	0.5273
sRNA50	Gene2076	0.45735
sRNA35	Gene1713	0.56514
sRNA187	Gene2637	0.53955
sRNA15	Gene164	0.47355
sRNA80	Gene2600	0.50127
sRNA18	Gene245	0.55304
sRNA96	Gene1852	0.48659
sRNA179	Gene451	0.53297
sRNA43	Gene1679	0.49451
sRNA248	Gene1699	0.48441
sRNA205	Gene303	0.54143
sRNA270	Gene1134	0.48239
sRNA95	Gene221	0.51788
sRNA52	Gene2529	0.56216
sRNA180	Gene184	0.517
sRNA32	Gene1493	0.55536
sRNA272	Gene939	0.54189
sRNA152	Gene2241	0.50011
sRNA16	Gene1187	0.51752
sRNA9	Gene615	0.53417
sRNA98	Gene811	0.48615
sRNA30	Gene2734	0.51193
sRNA33	Gene1964	0.5211
sRNA167	Gene987	0.54528
sRNA16	Gene822	0.51741
sRNA197	Gene2780	0.51115
sRNA133	Gene1530	0.51303
sRNA50	Gene1843	0.51669
sRNA71	Gene354	0.55012
sRNA108	Gene931	0.50851
sRNA221	Gene1813	0.55014
sRNA233	Gene2442	0.57369
sRNA185	Gene143	0.52685
sRNA51	Gene844	0.59776
sRNA158	Gene1836	0.519
sRNA223	Gene343	0.56976
sRNA157	Gene677	0.53715
sRNA9	Gene2066	0.50128
sRNA54	Gene1471	0.46351
sRNA33	Gene798	0.48974
sRNA3	Gene302	0.57125
sRNA34	Gene2052	0.48326
sRNA163	Gene1267	0.54093
sRNA234	Gene1642	0.59093
sRNA71	Gene2375	0.55619
sRNA76	Gene157	0.58052
sRNA83	Gene2125	0.52661
sRNA28	Gene2245	0.47331
sRNA232	Gene664	0.46807
sRNA50	Gene1591	0.56265
sRNA143	Gene2317	0.53123
sRNA142	Gene2800	0.59096
sRNA244	Gene2375	0.53538
sRNA109	Gene1789	0.53367
sRNA2	Gene618	0.50788
sRNA50	Gene2407	0.57422
sRNA27	Gene415	0.4719
sRNA178	Gene112	0.53281
sRNA278	Gene768	0.49352
sRNA82	Gene455	0.5142
sRNA17	Gene2415	0.52993
sRNA189	Gene2065	0.48794
sRNA179	Gene1418	0.48208
sRNA104	Gene2393	0.50494
sRNA130	Gene109	0.57379
sRNA52	Gene1177	0.57293
sRNA104	Gene715	0.49932
sRNA197	Gene1797	0.55848
sRNA96	Gene2761	0.52102
sRNA62	Gene739	0.48755
sRNA258	Gene8	0.50019
sRNA166	Gene2233	0.49168
sRNA45	Gene2325	0.49389
sRNA9	Gene2214	0.50237
sRNA75	Gene1990	0.55237
sRNA51	Gene2628	0.55583
sRNA93	Gene1244	0.5084
sRNA32	Gene196	0.52654
sRNA120	Gene93	0.55054
sRNA36	Gene136	0.56502
sRNA204	Gene2009	0.50757
sRNA208	Gene1096	0.48042
sRNA131	Gene186	0.56743
sRNA62	Gene883	0.55251
sRNA223	Gene380	0.58133
sRNA9	Gene1718	0.46369
sRNA193	Gene1970	0.50186
sRNA9	Gene1780	0.52896
sRNA157	Gene392	0.56692
sRNA24	Gene1349	0.4622
sRNA218	Gene897	0.55196
sRNA200	Gene1384	0.47665
sRNA108	Gene1676	0.55005
sRNA65	Gene2754	0.50826
sRNA147	Gene1723	0.55787
sRNA72	Gene2748	0.54189
sRNA212	Gene1417	0.56416
sRNA127	Gene1712	0.59466
sRNA210	Gene422	0.51537
sRNA108	Gene469	0.56182
sRNA155	Gene1355	0.49653
sRNA56	Gene1602	0.46825
sRNA32	Gene334	0.50249
sRNA196	Gene1975	0.45464
sRNA199	Gene1751	0.59497
sRNA145	Gene517	0.53134
sRNA225	Gene1536	0.56597
sRNA79	Gene1369	0.51459
sRNA169	Gene2045	0.52421
sRNA84	Gene738	0.47798
sRNA57	Gene763	0.48999
sRNA128	Gene749	0.53551
sRNA153	Gene1029	0.5047
sRNA18	Gene938	0.55519
sRNA33	Gene699	0.52164
sRNA222	Gene945	0.55947
sRNA139	Gene2264	0.47224
sRNA276	Gene1984	0.5467
sRNA31	Gene367	0.52441
sRNA50	Gene555	0.48454
sRNA50	Gene2210	0.49029
sRNA3	Gene2370	0.5183
sRNA142	Gene2586	0.50246
sRNA52	Gene212	0.53683
sRNA278	Gene1907	0.47363
sRNA150	Gene1844	0.46777
sRNA153	Gene777	0.53805
sRNA9	Gene420	0.55883
sRNA248	Gene1793	0.49041
sRNA180	Gene51	0.52312
sRNA126	Gene851	0.53342
sRNA7	Gene2333	0.56599
sRNA103	Gene2461	0.50678
sRNA9	Gene1744	0.50687
sRNA3	Gene1756	0.55575
sRNA225	Gene797	0.63153
sRNA38	Gene2749	0.58883
sRNA170	Gene2036	0.51694
sRNA322	Gene1387	0.49491
sRNA285	Gene2521	0.46305
sRNA242	Gene957	0.45839
sRNA201	Gene157	0.49109
sRNA50	Gene2176	0.55874
sRNA123	Gene356	0.57042
sRNA2	Gene706	0.50992
sRNA2	Gene4	0.56913
sRNA224	Gene429	0.56832
sRNA200	Gene2349	0.48141
sRNA40	Gene2523	0.49747
sRNA206	Gene3	0.49315
sRNA185	Gene774	0.52915
sRNA257	Gene2349	0.50819
sRNA198	Gene1513	0.44788
sRNA146	Gene1592	0.54916
sRNA222	Gene1173	0.50526
sRNA125	Gene279	0.54666
sRNA12	Gene1803	0.49677
sRNA35	Gene1974	0.57054
sRNA209	Gene156	0.55111
sRNA4	Gene2459	0.46388
sRNA243	Gene1556	0.55439
sRNA8	Gene645	0.50262
sRNA83	Gene796	0.57102
sRNA58	Gene952	0.49129
sRNA8	Gene524	0.52472
sRNA259	Gene2715	0.46667
sRNA74	Gene2102	0.49256
sRNA39	Gene571	0.57879
sRNA50	Gene324	0.58268
sRNA215	Gene2423	0.49729
sRNA132	Gene1608	0.48334
sRNA115	Gene1126	0.5203
sRNA234	Gene1850	0.5704
sRNA39	Gene882	0.5993
sRNA167	Gene1141	0.53793
sRNA71	Gene2768	0.53522
sRNA151	Gene1719	0.54469
sRNA123	Gene362	0.5301
sRNA26	Gene1628	0.51573
sRNA9	Gene2301	0.51348
sRNA225	Gene1264	0.56882
sRNA257	Gene156	0.54809
sRNA5	Gene1452	0.51498
sRNA238	Gene930	0.49059
sRNA189	Gene279	0.50963
sRNA242	Gene2126	0.51146
sRNA43	Gene1344	0.48952
sRNA180	Gene310	0.54035
sRNA200	Gene1166	0.48532
sRNA193	Gene1431	0.48506
sRNA147	Gene1562	0.54363
sRNA244	Gene917	0.53431
sRNA65	Gene860	0.56334
sRNA277	Gene690	0.48502
sRNA221	Gene858	0.48709
sRNA68	Gene1151	0.53796
sRNA140	Gene1469	0.5174
sRNA72	Gene693	0.50038
sRNA233	Gene2666	0.53619
sRNA240	Gene2470	0.59202
sRNA181	Gene1156	0.5684
sRNA125	Gene1554	0.51255
sRNA213	Gene1234	0.53638
sRNA64	Gene2157	0.61783
sRNA45	Gene2141	0.55149
sRNA207	Gene2279	0.49748
sRNA37	Gene2735	0.61715
sRNA150	Gene1228	0.55143
sRNA141	Gene2675	0.52315
sRNA235	Gene426	0.49113
sRNA77	Gene624	0.57616
sRNA226	Gene1267	0.50902
sRNA199	Gene450	0.53369
sRNA238	Gene1416	0.48542
sRNA139	Gene1708	0.54335
sRNA9	Gene1775	0.49978
sRNA88	Gene2349	0.55258
sRNA56	Gene413	0.45635
sRNA123	Gene1181	0.48987
sRNA18	Gene2099	0.53476
sRNA25	Gene2132	0.54904
sRNA204	Gene1387	0.53423
sRNA149	Gene1768	0.5331
sRNA216	Gene372	0.52548
sRNA175	Gene1247	0.52241
sRNA218	Gene1491	0.56328
sRNA199	Gene1107	0.59976
sRNA242	Gene1533	0.51238
sRNA81	Gene1119	0.50046
sRNA243	Gene2831	0.5489
sRNA195	Gene488	0.51567
sRNA124	Gene199	0.54885
sRNA28	Gene121	0.45359
sRNA86	Gene949	0.58077
sRNA124	Gene1928	0.5376
sRNA71	Gene2686	0.57141
sRNA39	Gene1503	0.55051
sRNA169	Gene891	0.51054
